Whitewill,real_estate_agent,Москва,sale,flat,3,3,234.7,125000000.0,Хорошево-Мневники,Таманская ,1,Народное Ополчение,Берег столицы,532594.8018747338
Monumental Group,real_estate_agent,Москва,sale,flat,8,3,130.0,130000000.0,Якиманка,1-й Спасоналивковский переулок,18С2,Полянка,,1000000.0
Андрей Давыдов,realtor,Москва,sale,flat,11,3,117.0,134550000.0,Дорогомилово,,3к5,Парк Победы,Виктори Парк Резиденсез ЖК,1150000.0
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,3,220.0,135000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,613636.3636363636
Whitewill,real_estate_agent,Москва,sale,flat,4,3,134.0,136000000.0,Арбат, Малая Молчановка,6,Арбатская,,1014925.3731343284
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,37,3,100.9,150000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1486620.4162537165
Stapler Estate,real_estate_agent,Москва,sale,flat,6,3,165.0,400000000.0,Хамовники,Курсовой переулок,10/1,Кропоткинская,Nabokov,2424242.4242424243
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,3,152.0,451634279.0,Хамовники,Бутиковский переулок,5,Парк Культуры,Бутиковский 5,2971278.1513157897
Homeapp,real_estate_agent,Москва,sale,flat,9,3,56.9,11200000.0,Восточное Измайлово,Сиреневый бульвар,62,Первомайская,,196836.5553602812
EstateLiga,real_estate_agent,Москва,sale,flat,9,3,59.0,12700000.0,Восточное Измайлово,16-я Парковая ,27,Первомайская,,215254.2372881356
ID 95936486,homeowner,Москва,sale,flat,9,3,58.5,12900000.0,Чертаново Центральное,Чертановская ,43К2,Пражская,,220512.8205128205
Этажи Москва,real_estate_agent,Москва,sale,flat,9,3,58.5,13490000.0,Чертаново Центральное,Чертановская ,43К2,Пражская,,230598.2905982906
Century21 Феникс,real_estate_agent,Москва,sale,flat,17,3,72.0,14000000.0,, 40 лет Октября,15/1,Щербинка,Калипсо,194444.44444444444
Этажи Москва,real_estate_agent,Москва,sale,flat,9,3,62.9,14500000.0,Восточное Дегунино,Дубнинская ,2К1,Верхние Лихоборы,,230524.64228934818
Небоскребы НН,real_estate_agent,Москва,sale,flat,18,3,91.7,17500000.0,, Ленина,12,Кокошкино,,190839.69465648854
Этажи Москва,real_estate_agent,Москва,sale,flat,19,3,79.4,19400000.0,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово,244332.49370277076
Этажи Москва,real_estate_agent,Москва,sale,flat,12,3,70.5,21300000.0,Перово,Зеленый проспект,4К1,Перово,,302127.6595744681
Isaev Estate,real_estate_agent,Москва,sale,flat,25,3,73.0,21500000.0,Метрогородок,Тагильская ,2к1,Бульвар Рокоссовского,Сиреневый парк,294520.5479452055
Центральный Департамент Недвижимости,real_estate_agent,Москва,sale,flat,24,3,86.0,21700000.0,Северное Бутово, Грина,1к8,Бульвар Дмитрия Донского,,252325.58139534883
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,12,3,66.0,24000000.0,Басманный,Спартаковский переулок,26,Бауманская,,363636.36363636365
Навигатор,real_estate_agent,Москва,sale,flat,17,3,75.0,25000000.0,Черемушки,Новочеремушкинская ,50К3,Новые Черёмушки,,333333.3333333333
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,21,3,79.1,25900000.0,Хорошевский, Зорге,9,Полежаевская,Зорге 9,327433.6283185841
ID 600665,homeowner,Москва,sale,flat,14,3,73.4,28000000.0,Лефортово,Солдатская ,10К1,Лефортово,,381471.38964577654
Apple Real Estate,real_estate_agent,Москва,sale,flat,6,3,68.0,30000000.0,Тверской,Новослободская ,73К3,Савёловская,,441176.4705882353
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,44,3,69.0,31700000.0,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити,459420.28985507245
PEOPLE,real_estate_agent,Москва,sale,flat,22,3,62.7,32200000.0,Хорошево-Мневники,Жилой комплекс остров,1,Терехово ,Остров,513556.6188197767
RMRealty,real_estate_agent,Москва,sale,flat,4,3,75.6,32150000.0,Замоскворечье,Большая Серпуховская ,44,Серпуховская,,425264.5502645503
ID 88805709,homeowner,Москва,sale,flat,12,3,97.6,32000000.0,, Василия Аксенова,4,Рассказовка,Переделкино Ближнее Город-парк,327868.85245901643
MONEYARD,real_estate_agent,Москва,sale,flat,28,3,69.8,32200000.0,Нагатино-Садовники,Варшавское шоссе,37АК1,Нагатинская,Rotterdam,461318.05157593125
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,62.4,34000000.0,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров,544871.7948717949
ЕСН,real_estate_agent,Москва,sale,flat,3,3,70.0,35000000.0,Лефортово, Золоторожский Вал,11С48,Серп и Молот,,500000.0
Isaev Estate,real_estate_agent,Москва,sale,flat,33,3,78.1,36000000.0,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,Level Причальный,460947.5032010244
Whitewill,real_estate_agent,Москва,sale,flat,12,3,72.9,38000000.0,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park ,521262.00274348416
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,8,3,80.0,38700000.0,Гагаринский,Ленинский проспект,68/10,Университет,,483750.0
EstateLiga,real_estate_agent,Москва,sale,flat,41,3,76.8,39990000.0,Раменки,проезд 4-й Сетуньский,10Ас6,Кутузовская,Hide,520703.125
Этажи Москва,real_estate_agent,Москва,sale,flat,16,3,108.0,40990000.0,Лефортово,Наличная ,3,Лефортово,,379537.037037037
Apple Real Estate,real_estate_agent,Москва,sale,flat,7,3,98.0,43900000.0,Донской,Ленинский проспект,35,Ленинский проспект,,447959.1836734694
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,10,3,105.5,44000000.0,Таганский,Гончарная ,38,Таганская,,417061.6113744076
Isaev Estate,real_estate_agent,Москва,sale,flat,39,3,81.4,43900000.0,Ростокино, Вильгельма Пика,3С6,Улица Сергея Эйзенштейна,,539312.0393120393
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,58.4,43690000.0,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров,748116.4383561644
Apple Real Estate,real_estate_agent,Москва,sale,flat,20,3,77.0,45000000.0,Пресненский,Шмитовский проезд,16С1,Москва-Сити,Шмитовский 16,584415.5844155845
Sezar Group,developer,Москва,sale,flat,51,3,97.03,45410040.0,Хорошевский,2-й Хорошевский проезд,7С18,Хорошёвская,SEZAR CITY,468000.0
ID 438578,real_estate_agent,Москва,sale,flat,17,3,86.0,46000000.0,Раменки,Мосфильмовская ,88к4с3,Раменки,Мосфильмовский,534883.7209302326
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,12,3,90.0,46500000.0,Таганский,Краснохолмская набережная,1/15,Таганская,,516666.6666666667
Apple Real Estate,real_estate_agent,Москва,sale,flat,25,3,76.0,49000000.0,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES,644736.8421052631
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,16,3,80.0,49000000.0,Хамовники,Большой Саввинский переулок,1,Киевская,,612500.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,7,3,100.0,49000000.0,Замоскворечье,Пятницкая ,76,Добрынинская,,490000.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,14,3,130.0,50000000.0,Марьина роща,Октябрьский переулок,9,Достоевская,,384615.3846153846
Apple Real Estate,real_estate_agent,Москва,sale,flat,8,3,96.0,52000000.0,Дорогомилово,Бережковская набережная,12,Киевская,,541666.6666666666
СЕДЬМОЕ НЕБО,real_estate_agent,Москва,sale,flat,15,3,100.0,52500000.0,Алексеевский,Маломосковская ,14,ВДНХ,1147,525000.0
ID 94136074,homeowner,Москва,sale,flat,40,3,95.0,52250000.0,Раменки, Лобачевского,120к1,Аминьевская,Крылья,550000.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,7,3,90.0,54000000.0,Тверской,1-я Тверская-Ямская ,12,Маяковская,,600000.0
Whitewill,real_estate_agent,Москва,sale,flat,9,3,74.4,54900000.0,Пресненский,Большая Бронная ,5,Пушкинская,,737903.2258064515
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,93.8,55000000.0,Хорошево-Мневники, Нижние Мневники,,Терехово ,Остров,586353.9445628998
Apple Real Estate,real_estate_agent,Москва,sale,flat,6,3,107.0,60000000.0,Красносельский,Сретенский бульвар,6/1С2,Тургеневская,,560747.6635514018
Isaev Estate,real_estate_agent,Москва,sale,flat,7,3,86.2,64000000.0,Басманный,Потаповский переулок,12,Китай-город,,742459.3967517401
ID 438578,real_estate_agent,Москва,sale,flat,17,3,95.0,65000000.0,Раменки,Мичуринский проспект,5,Ломоносовский проспект,Квартал Шуваловский,684210.5263157894
Apple Real Estate,real_estate_agent,Москва,sale,flat,22,3,117.4,68850000.0,Пресненский,Шмитовский проезд,16С1,Москва-Сити,Шмитовский 16,586456.5587734241
Apple Real Estate,real_estate_agent,Москва,sale,flat,7,3,90.0,72000000.0,Тверской,4-я Тверская-Ямская ,24,Маяковская,,800000.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,3,3,150.1,72000000.0,Таганский,Большой Дровяной переулок,18,Таганская,,479680.21319120587
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,3,100.0,75000000.0,Замоскворечье,Садовническая ,82,Павелецкая,A-Residence,750000.0
Apple Real Estate,real_estate_agent,Москва,sale,flat,49,3,138.1,75000000.0,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса,543084.7212165098
Apple Real Estate,real_estate_agent,Москва,sale,flat,10,3,132.0,75000000.0,Мещанский,Олимпийский проспект,10к1-2,Цветной бульвар,,568181.8181818182
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,32,3,83.7,75000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,896057.3476702509
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,4,3,117.0,75000000.0,Басманный,Подсосенский переулок,11,Курская,Клубный дом il Ricco,641025.641025641
Kalinka Group,real_estate_agent,Москва,sale,flat,32,3,83.7,83700000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,1000000.0
Kalinka Group,real_estate_agent,Москва,sale,flat,7,3,136.9,85000000.0,Арбат,Новинский бульвар,28/35С1,Баррикадная,,620891.161431702
Apple Real Estate,real_estate_agent,Москва,sale,flat,19,3,93.0,87000000.0,Раменки,Ломоносовский проспект,25к5,Университет,Dominion,935483.8709677419
PEOPLE,real_estate_agent,Москва,sale,flat,48,3,106.7,91000000.0,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers,852858.4817244611
Apple Real Estate,real_estate_agent,Москва,sale,flat,12,3,95.0,95000000.0,Пресненский,Большая Никитская ,37С1,Арбатская,,1000000.0
Ирина Титова,realtor,Москва,sale,flat,78,3,120.0,100000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,833333.3333333334
Apple Real Estate,real_estate_agent,Москва,sale,flat,8,3,130.0,110000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,,846153.8461538461
Soul Estate,real_estate_agent,Москва,sale,flat,8,3,130.0,110000000.0,Замоскворечье, Малая Ордынка,3,Третьяковская,,846153.8461538461
Kalinka Group,real_estate_agent,Москва,sale,flat,16,3,122.6,113000000.0,Хамовники,Ружейный переулок,3,Смоленская,Смоленская Застава,921696.5742251223
Apple Real Estate,real_estate_agent,Москва,sale,flat,9,3,146.0,115000000.0,Замоскворечье,Климентовский переулок,2,Новокузнецкая,,787671.2328767123
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,21,3,119.0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,966386.5546218487
do A.S.A.P.,real_estate_agent,Москва,sale,flat,63,3,102.5,118000000.0,Пресненский,Краснопресненская набережная,14Ак3,Москва-Сити,Capital Towers,1151219.512195122
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,3,101.3,120000000.0,Пресненский,Большой Палашевский переулок,1С2,Пушкинская,,1184600.1974333662
Webster,real_estate_agent,Москва,sale,flat,9,3,102.6,123120000.0,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза,1200000.0
RMRealty,real_estate_agent,Москва,sale,flat,8,3,94.0,129500000.0,Якиманка, Большая Полянка,9С1,Полянка,Cloud Nine,1377659.574468085
Apple Real Estate,real_estate_agent,Москва,sale,flat,10,3,135.0,134000000.0,Тверской,Страстной бульвар,10к1,Пушкинская,,992592.5925925926
Apple Real Estate,real_estate_agent,Москва,sale,flat,4,3,134.0,136000000.0,Арбат, Малая Молчановка,6,Арбатская,,1014925.3731343284
Point Estate Город,real_estate_agent,Москва,sale,flat,8,3,130.0,135722080.0,Якиманка,1-й Спасоналивковский переулок,18С2,Полянка,,1044016.0
Soul Estate,real_estate_agent,Москва,sale,flat,6,3,81.0,137020000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды,1691604.938271605
Soul Estate,real_estate_agent,Москва,sale,flat,6,3,153.0,175000000.0,Хамовники,1-й Зачатьевский переулок,6С1,Кропоткинская,,1143790.8496732027
Kalinka Group,real_estate_agent,Москва,sale,flat,6,3,160.0,197000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,1231250.0
Kalinka Group,real_estate_agent,Москва,sale,flat,5,3,146.8,400000000.0,Хамовники,Пречистенская набережная,43,Кропоткинская,Carré Blanc,2724795.6403269754
Whitewill,real_estate_agent,Москва,sale,flat,6,3,167.8,400000000.0,Хамовники,Курсовой переулок,10/1,Кропоткинская,Nabokov,2383790.2264600713
Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,5,3,231.3,522008000.0,Красносельский,Сретенский бульвар,6/1С1,Тургеневская,,2256843.9256376997
Optima Development,developer,Москва,sale,flat,41,3,96.3,65573831.0,Хорошевский,Ленинградский проспект,37/2,Петровский Парк,Прайм Парк,680932.8245067497
Самолет плюс Троицк,real_estate_agent,Москва,sale,flat,5,3,55.1,6999999.0,,,5,Подольск,,127041.72413793103
Этажи Москва,real_estate_agent,Москва,sale,flat,3,3,65.7,7750000.0,, Генерала Донскова,23к3,Апрелевка,,117960.42617960426
CENTURY 21 Столичная недвижимость,real_estate_agent,Москва,sale,flat,17,3,59.6,9400000.0,,,к1,Филатов Луг,Квартал Марьино ЖК,157718.12080536914
Бест офис на Таганской,real_estate_agent,Москва,sale,flat,9,3,54.2,11150000.0,Гольяново,Хабаровская ,19К1,Гольяново,,205719.55719557195
Самолет плюс Троицк,real_estate_agent,Москва,sale,flat,12,3,63.1,11800000.0,, Солнечная,2,Троицк,,187004.75435816165
УЮТ,real_estate_agent,Москва,sale,flat,9,3,56.9,12100000.0,Вешняки, Молдагуловой,10К4,Вешняки,,212653.77855887523
ОГРК,real_estate_agent,Москва,sale,flat,9,3,60.0,12400000.0,Марьино,Подольская ,9,Перерва,,206666.66666666666
Бест офис на Таганской,real_estate_agent,Москва,sale,flat,9,3,58.3,12700000.0,Отрадное,Алтуфьевское шоссе,18Г,Отрадное,,217838.76500857633
Homeapp,real_estate_agent,Москва,sale,flat,9,3,50.7,13500000.0,Солнцево, 50 лет Октября,23К1,Говорово,,266272.1893491124
ГОРОДА,real_estate_agent,Москва,sale,flat,8,3,88.0,13700000.0,,аллея Буковая,14,Кедровая,Андерсен,155681.81818181818
Homeapp,real_estate_agent,Москва,sale,flat,5,3,42.2,13800000.0,Кунцево,Молодогвардейская ,19К1,Молодёжная,,327014.21800947865
Александр Седов,realtor,Москва,sale,flat,12,3,63.0,13800000.0,Зябликово,Задонский проезд,16К1,Шипиловская,,219047.61904761905
ФЛИП,real_estate_agent,Москва,sale,flat,12,3,64.7,13999999.0,Богородское,Ивантеевская ,4К2,Бульвар Рокоссовского,,216383.2921174652
ГОРОДА,real_estate_agent,Москва,sale,flat,18,3,54.9,14400000.0,,,5.2.5,Прокшино,Прокшино ЖК,262295.08196721313
Триумфальная Арка,real_estate_agent,Москва,sale,flat,5,3,66.0,14490000.0,Текстильщики,1-й Саратовский проезд,4,Текстильщики,,219545.45454545456
Макромир,real_estate_agent,Москва,sale,flat,9,3,59.6,14500000.0,Вешняки, Красный Казанец,1К2,Вешняки,,243288.59060402683
BERI,real_estate_agent,Москва,sale,flat,12,3,61.0,14890000.0,Выхино-Жулебино,Ферганская ,9К1,Юго-Восточная,,244098.3606557377
Homeapp,real_estate_agent,Москва,sale,flat,9,3,55.6,14990000.0,Коньково,Миклухо-Маклая ,29К1,Беляево,,269604.3165467626
PRO ОБМЕН,real_estate_agent,Москва,sale,flat,9,3,60.0,15000000.0,Алтуфьевский,Путевой проезд,38,Бескудниково,,250000.0
ЛэндЛ,real_estate_agent,Москва,sale,flat,9,3,60.0,15000000.0,Чертаново Центральное,Днепропетровская ,27к1,Южная,,250000.0
CENTURY 21 Перспектива,real_estate_agent,Москва,sale,flat,16,3,77.3,15400000.0,Некрасовка, Сочинская,8,Некрасовка,,199223.80336351876
Homeapp,real_estate_agent,Москва,sale,flat,9,3,59.8,15500000.0,Можайский, Маршала Неделина,6,Сетунь,,259197.32441471572
Homeapp,real_estate_agent,Москва,sale,flat,9,3,57.9,15500000.0,Теплый Стан,Профсоюзная ,130К2,Коньково,,267702.9360967185
Парадайс,real_estate_agent,Москва,sale,flat,5,3,55.4,15500000.0,Сокольники,Большая Остроумовская ,17,Сокольники,,279783.3935018051
Prime,real_estate_agent,Москва,sale,flat,16,3,65.0,15600000.0,Нижегородский,Подъемная ,4,Калитники,,240000.0
Агентство недвижимости Марии Тарасовой,real_estate_agent,Москва,sale,flat,9,3,56.0,15650000.0,Можайский, Гришина,10К2,Рабочий посёлок,,279464.28571428574
Эксклюзив Хоум,real_estate_agent,Москва,sale,flat,20,3,82.6,15700000.0,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2,190072.6392251816
ФСК Агент,real_estate_agent,Москва,sale,flat,19,3,89.2,16000000.0,Молжаниновский,Синявинская ,11к9,,,179372.19730941704
ГОРОДА,real_estate_agent,Москва,sale,flat,12,3,64.2,16400000.0,Зюзино,Балаклавский проспект,46А,Зюзино,,255451.71339563862
do A.S.A.P.,real_estate_agent,Москва,sale,flat,5,3,81.5,16400000.0,Выхино-Жулебино,Привольная ,49К2,Жулебино,,201226.99386503067
Анастасия Ванюшина,realtor,Москва,sale,flat,9,3,60.0,16500000.0,Чертаново Южное,Дорожная ,16К3,Покровское,,275000.0
Наталия Шпрингер,realtor,Москва,sale,flat,9,3,58.7,16500000.0,Коньково, Генерала Антонова,5К1,Беляево,,281090.28960817715
Парадайс,real_estate_agent,Москва,sale,flat,17,3,74.0,16800000.0,Можайский,Витебская ,3К1,Сетунь,,227027.02702702704
do A.S.A.P.,real_estate_agent,Москва,sale,flat,22,3,58.0,17235000.0,Нижегородский,Газгольдерная ,14,Стахановская,,297155.1724137931
Макспол Парк Культуры,real_estate_agent,Москва,sale,flat,12,3,65.3,17400000.0,Можайский,Беловежская ,47,Сетунь,,266462.48085758043
Prime,real_estate_agent,Москва,sale,flat,5,3,73.0,17500000.0,Можайский, Толбухина,5К3,Сетунь,,239726.02739726027
Абсолют Недвижимость,developer,Москва,sale,flat,19,3,83.2,17415759.0,,,к2,Филатов Луг,Город-парк Первый Московский,209324.0264423077
Новые Ватутинки,real_estate_agent,Москва,sale,flat,14,3,84.5,17700000.0,, 3-я Нововатутинская,2,Новомосковская,,209467.45562130178
Парадайс,real_estate_agent,Москва,sale,flat,31,3,59.0,17800000.0,Метрогородок,Тагильская ,6/1,Черкизовская,Квартал Метроном,301694.9152542373
ОГРК,real_estate_agent,Москва,sale,flat,12,3,62.2,17999999.0,Строгино, Маршала Катукова,25К1,Строгино,,289389.05144694535
ГЦН,real_estate_agent,Москва,sale,flat,8,3,59.0,18500000.0,Савеловский,Бутырская ,53К1,Савёловская,,313559.3220338983
Адрес,real_estate_agent,Москва,sale,flat,4,3,67.4,18500000.0,Хорошево-Мневники,Живописная ,5К6,Народное Ополчение,,274480.7121661721
do A.S.A.P.,real_estate_agent,Москва,sale,flat,23,3,92.7,18770000.0,Некрасовка, Маресьева,7к4,Некрасовка,Квартал Некрасовка,202481.12189859763
Наталия Шпрингер,realtor,Москва,sale,flat,9,3,58.7,18750000.0,Коньково, Генерала Антонова,5К1,Беляево,,319420.78364565584
One Life,real_estate_agent,Москва,sale,flat,18,3,76.1,19000000.0,Останкинский,Березовая аллея,19к1,Ботанический сад,Апарт-комплекс Легендарный квартал,249671.48488830487
ГОРОДА,real_estate_agent,Москва,sale,flat,17,3,83.8,19200000.0,Марьино,Батайский проезд,65,Марьино,,229116.94510739858
Денис Циликин,realtor,Москва,sale,flat,12,3,81.0,19299999.0,Северное Бутово,Ратная ,10К1,Бульвар Дмитрия Донского,,238271.59259259258
Павел Балеевский,realtor,Москва,sale,flat,12,3,61.9,19250000.0,Фили-Давыдково,Инициативная ,7К2,Давыдково,,310985.4604200323
Новое Летово,developer,Москва,sale,flat,7,3,83.5,19789500.0,,,к1,Филатов Луг,Новое Летово ЖК,237000.0
Homeapp,real_estate_agent,Москва,sale,flat,22,3,81.4,19900000.0,,Родниковая ,30к3,Саларьево,Румянцево-Парк,244471.74447174446
Главстрой,developer,Москва,sale,flat,30,3,68.0,20025660.0,Рязанский,Рязанский проспект,,Окская,balance,294495.0
Самолет Плюс Москва,real_estate_agent,Москва,sale,flat,22,3,75.1,20200000.0,Ясенево,Литовский бульвар,15К1,Ясенево,,268974.7003994674
ФСК Агент,real_estate_agent,Москва,sale,flat,16,3,78.2,20490000.0,,бульвар Скандинавский,2к3,Потапово,Скандинавия,262020.46035805627
Новое Летово,developer,Москва,sale,flat,8,3,85.4,20726580.0,,,к2,Филатов Луг,Новое Летово ЖК,242699.99999999997
ФСК Агент,real_estate_agent,Москва,sale,flat,22,3,78.1,20900000.0,Покровское-Стрешнево,Волоколамское шоссе,71/22к2,Спартак,Апарт-комплекс Движение.Тушино,267605.6338028169
Homeapp,real_estate_agent,Москва,sale,flat,22,3,81.2,21200000.0,Митино, Барышиха,23,Митино,,261083.74384236452
Homeapp,real_estate_agent,Москва,sale,flat,25,3,73.1,21500000.0,Метрогородок,Тагильская ,4к1,Бульвар Рокоссовского,Сиреневый парк,294117.64705882355
Homeapp,real_estate_agent,Москва,sale,flat,12,3,88.0,21990000.0,, Василия Аксенова,4,Рассказовка,Переделкино Ближнее Город-парк,249886.36363636365
АЯКС,real_estate_agent,Москва,sale,flat,12,3,65.0,21990000.0,Дмитровский,Ангарская ,45К4,Грачёвская,,338307.6923076923
EraOneHolding,developer,Москва,sale,flat,5,4,324.0,436050000.0,Арбат, Арбат,39,Смоленская,Artisan,1345833.3333333333
Whitewill,real_estate_agent,Москва,sale,flat,14,4,96.2,60000000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden,623700.6237006236
MR Group,developer,Москва,sale,flat,44,4,106.29,53378838.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod,502199.99999999994
Monumental Group,real_estate_agent,Москва,sale,flat,20,4,139.0,127000000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,913669.0647482014
Homeapp,real_estate_agent,Москва,sale,flat,18,4,212.0,114000000.0,Даниловский, Серпуховский Вал,21к3,Шаболовская,Донской Олимп,537735.8490566037
Трансстройинвест,developer,Москва,sale,flat,24,4,102.9,44068057.0,Очаково-Матвеевское,Мичуринский проспект,72А,Озёрная,ОМ,428261.0009718173
ID 109135729,realtor,Москва,sale,flat,11,4,303.0,528508199.0,Хамовники,Трубецкая ,12,Фрунзенская,Садовые кварталы,1744251.4818481847
КРОСТ,developer,Москва,sale,flat,47,4,133.1,60294300.0,Хорошево-Мневники, Генерала Глаголева,14Ак1,Народное Ополчение,CRYSTAL Трилогия,453000.0
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,22,4,139.0,127000000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView,913669.0647482014
Regions Development,developer,Москва,sale,flat,15,4,107.21,52298828.0,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь,487816.6962037124
Whitewill,real_estate_agent,Москва,sale,flat,14,4,96.3,59000000.0,Раменки,проспект Генерала Дорохова,39к2Г,Минская,Собрание клубных домов West Garden,612668.743509865
Whitewill,real_estate_agent,Москва,sale,flat,79,4,250.0,550000000.0,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS,2200000.0
Основа,developer,Москва,sale,flat,28,4,85.7,33851500.0,Хорошево-Мневники,,,Полежаевская,Эмоушен ЖК,395000.0
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,56,4,144.0,52500000.0,Ростокино,проспект Мира,188Бк1,Ростокино,Триколор,364583.3333333333
LEGENDA Intelligent Development,developer,Москва,sale,flat,19,4,134.9,72913450.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы,540500.0
Основа,developer,Москва,sale,flat,31,4,90.3,37474500.0,Марфино,Ботаническая ,29Ак3,Владыкино,VERY,415000.0
Имена,developer,Москва,sale,flat,14,4,100.3,83549900.0,Дорогомилово,1-й Можайский тупик,8АС1,Киевская,D'ORO MILLE,833000.0
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,4,212.3,245000000.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов Театральный Дом,1154027.3198304286
TWEED,real_estate_agent,Москва,sale,flat,36,4,143.6,130000000.0,Хорошево-Мневники,Шелепихинская набережная,34к3зд6,Шелепиха,Сердце Столицы,905292.4791086351
Донстрой,developer,Москва,sale,flat,9,4,159.2,257442320.0,Хамовники,531-й кв-л,,Спортивная,Дом 22 ЖК,1617100.0
Level Group,developer,Москва,sale,flat,17,4,95.8,37360215.0,Басманный,Большая Почтовая ,,Электрозаводская,Level Бауманская,389981.36743215035
Capital Group,representative_developer,Москва,sale,flat,41,4,117.95,51308250.0,Пресненский,,,Шелепиха,Хедлайнер ЖК,435000.0
Homeapp,real_estate_agent,Москва,sale,flat,8,4,116.1,37990000.0,Куркино,Соколово-Мещерская ,14,Молжаниново,,327217.9155900086
КОРТРОС,developer,Москва,sale,flat,26,4,75.3,32755500.0,Останкинский,,,Алексеевская,АйЛав ЖК,435000.0
Основа,developer,Москва,sale,flat,20,4,97.13,33801240.0,Преображенское,Потешная ,,Преображенская площадь,EvoPark Сокольники,348000.0
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,4,426.0,639000000.0,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц,1500000.0
Level Group,developer,Москва,sale,flat,64,4,75.3,38352038.0,Хорошево-Мневники,,,Народное Ополчение,Левел Звенигородская ЖК,509323.213811421
Основа,developer,Москва,sale,flat,28,4,90.1,36760800.0,Головинский,Михалковская ,50,Коптево,UNO.Головинские пруды,408000.0
Whitewill,real_estate_agent,Москва,sale,flat,17,4,68.7,33000000.0,Беговой,Ленинградский проспект,35С2,Петровский Парк,Квартал апартаментов Искра-Парк,480349.34497816593
Level Group,developer,Москва,sale,flat,9,4,78.2,24160272.0,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК,308954.88491048594
Эталон,developer,Москва,sale,flat,17,4,115.0,42010840.0,Даниловский,набережная Марка Шагала,15к1,Технопарк,Shagal,365311.652173913
